100,100,93901000
100,200,100646000
100,300,92064000
100,400,94768000
100,500,94245000
100,600,94632000
100,700,96530000
100,800,96240000
100,900,95607000
100,1000,98930000
200,100,83523000
200,200,88888000
200,300,90846000
200,400,93532000
200,500,95380000
200,600,94572000
200,700,95228000
200,800,95960000
200,900,98865000
200,1000,98820000
300,100,83934000
300,200,88502000
300,300,90957000
300,400,94080000
300,500,94870000
300,600,95052000
300,700,95802000
300,800,95616000
300,900,98487000
300,1000,95870000
400,100,83300000
400,200,88734000
400,300,90528000
400,400,93520000
400,500,93520000
400,600,94092000
400,700,95669000
400,800,95920000
400,900,95139000
400,1000,98390000
500,100,83300000
500,200,88708000
500,300,91017000
500,400,94044000
500,500,94820000
500,600,94992000
500,700,95578000
500,800,95688000
500,900,95931000
500,1000,99280000
600,100,83860000
600,200,88738000
600,300,90900000
600,400,93588000
600,500,94055000
600,600,93936000
600,700,88186000
600,800,95304000
600,900,94914000
600,1000,99130000
700,100,83784000
700,200,88632000
700,300,91188000
700,400,94064000
700,500,93655000
700,600,94650000
700,700,95508000
700,800,95400000
700,900,98478000
700,1000,99010000
800,100,83693000
800,200,87958000
800,300,90849000
800,400,93020000
800,500,94150000
800,600,94608000
800,700,95984000
800,800,95336000
800,900,98442000
800,1000,98920000
900,100,83498000
900,200,88682000
900,300,90936000
900,400,92892000
900,500,88610000
900,600,90468000
900,700,93170000
900,800,94928000
900,900,98496000
900,1000,98310000
1000,100,83234000
1000,200,88058000
1000,300,90789000
1000,400,93612000
1000,500,94265000
1000,600,94272000
1000,700,95025000
1000,800,95712000
1000,900,98820000
1000,1000,98870000
