900,1000,1500000
1000,100,1480000
1000,200,1440000
1000,300,1470000
1000,400,1440000
1000,500,1500000
1000,600,1440000
100,100,1510000
100,200,1440000
100,300,1530000
100,400,1520000
100,500,1550000
100,600,1560000
100,700,1540000
100,800,1520000
100,900,1530000
100,1000,1500000
200,100,1540000
200,200,1520000
200,300,1530000
200,400,1520000
200,500,1500000
200,600,1500000
200,700,1540000
200,800,1520000
200,900,1530000
200,1000,1500000
300,100,1530000
300,200,1520000
300,300,1530000
300,400,1520000
300,500,1550000
300,600,1500000
300,700,1540000
300,800,1520000
300,900,1530000
300,1000,1500000
400,100,1540000
400,200,1520000
400,300,1530000
400,400,1520000
400,500,1500000
400,600,1560000
400,700,1540000
400,800,1520000
400,900,1530000
400,1000,1500000
500,100,1470000
500,200,1500000
500,300,1530000
500,400,1520000
500,500,1550000
500,600,1500000
500,700,1540000
500,800,1520000
500,900,1530000
500,1000,1500000
600,100,1520000
600,200,1520000
600,300,1530000
600,400,1520000
600,500,1500000
600,600,1500000
600,700,1540000
600,800,1520000
600,900,1530000
600,1000,1500000
700,100,1540000
700,200,1520000
700,300,1530000
700,400,1480000
700,500,1500000
700,600,1440000
700,700,1470000
700,800,1520000
700,900,1530000
700,1000,1500000
800,100,1480000
800,200,1480000
100,100,1595000
100,200,1440000
100,300,1464000
100,400,1536000
100,500,1525000
100,600,1422000
100,700,1463000
100,800,1504000
100,900,1494000
100,1000,1480000
200,100,1547000
200,200,1528000
200,300,1542000
200,400,1532000
200,500,1545000
200,600,1548000
200,700,1547000
200,800,1424000
200,900,1521000
200,1000,1440000
300,100,1456000
300,200,1556000
300,300,1494000
300,400,1512000
300,500,1540000
300,600,1554000
300,700,1540000
300,800,1536000
300,900,1521000
300,1000,1510000
400,100,1558000
400,200,1556000
400,300,1551000
400,400,1516000
400,500,1545000
400,600,1530000
400,700,1540000
400,800,1528000
400,900,1539000
400,1000,1540000
500,100,1550000
500,200,1532000
500,300,1548000
500,400,1536000
500,500,1530000
500,600,1518000
500,700,1547000
500,800,1536000
500,900,1548000
500,1000,1550000
600,100,1549000
600,200,1546000
600,300,1539000
600,400,1528000
600,500,1535000
600,600,1536000
600,700,1540000
600,800,1528000
600,900,1539000
600,1000,1520000
700,100,1534000
700,200,1534000
700,300,1545000
700,400,1532000
700,500,1535000
700,600,1536000
700,700,1540000
700,800,1528000
700,900,1530000
700,1000,1520000
800,100,1556000
800,200,1542000
800,300,1536000
800,400,1532000
800,500,1530000
800,600,1536000
800,700,1540000
800,800,1520000
800,900,1530000
800,1000,1530000
900,100,1550000
900,200,1552000
900,300,1545000
900,400,1540000
900,500,1540000
900,600,1464000
900,700,1533000
900,800,1536000
900,900,1530000
900,1000,1530000
1000,100,1518000
1000,200,1544000
1000,300,1527000
1000,400,1536000
1000,500,1540000
1000,600,1524000
1000,700,1533000
1000,800,1528000
1000,900,1530000
1000,1000,1520000
