100,100,2000000100,200,1700000100,300,1980000100,400,2000000100,500,2000000100,600,1980000100,700,1960000100,800,2000000100,900,1980000100,1000,2000000200,100,2010000200,200,2000000200,300,1980000200,400,2000000200,500,2000000200,600,1980000200,700,1960000200,800,1600000200,900,1530000200,1000,1500000300,100,1510000300,200,1500000300,300,1470000300,400,1520000300,500,1500000300,600,1500000300,700,1540000300,800,1520000300,900,1530000300,1000,1500000400,100,1540000400,200,1520000400,300,1530000400,400,1520000400,500,1550000400,600,1500000400,700,1540000400,800,1520000400,900,1440000400,1000,1500000500,100,1540000500,200,1520000500,300,1530000500,400,1520000500,500,1550000500,600,1500000500,700,1540000500,800,1520000500,900,1530000500,1000,1500000600,100,1530000600,200,1540000600,300,1530000600,400,1520000600,500,1550000600,600,1560000600,700,1540000600,800,1520000600,900,1530000600,1000,1500000700,100,1540000700,200,1540000700,300,1530000700,400,1520000700,500,1500000700,600,1560000700,700,1540000700,800,1520000700,900,1530000700,1000,1500000800,100,1520000800,200,1520000800,300,1530000800,400,1520000800,500,1550000800,600,1560000800,700,1540000800,800,1520000800,900,1530000800,1000,1500000900,100,1530000900,200,1520000900,300,1530000900,400,1520000900,500,1550000900,600,1560000900,700,1540000900,800,1520000900,900,1530000900,1000,16000001000,100,15200001000,200,15400001000,300,15300001000,400,15200001000,500,15500001000,600,15600001000,700,14700001000,800,14400001000,900,15300001000,1000,1500000100,100,2000000
100,200,2000000
100,300,1980000
100,400,2000000
100,500,2000000
100,600,1980000
100,700,1960000
100,800,2000000
100,900,1980000
100,1000,2000000
200,100,2010000
200,200,2000000
200,300,1890000
200,400,2000000
200,500,2000000
200,600,1980000
200,700,1960000
200,800,1920000
200,900,1530000
200,1000,1500000
300,100,1510000
300,200,1520000
300,300,1530000
300,400,1520000
300,500,1550000
300,600,1560000
300,700,1540000
300,800,1520000
300,900,1440000
300,1000,1500000
400,100,1530000
400,200,1540000
400,300,1530000
400,400,1520000
400,500,1550000
400,600,1560000
400,700,1540000
400,800,1520000
400,900,1530000
400,1000,1500000
500,100,1540000
500,200,1540000
500,300,1530000
500,400,1520000
500,500,1550000
500,600,1500000
500,700,1540000
500,800,1520000
500,900,1530000
500,1000,1600000
600,100,1550000
600,200,1540000
600,300,1530000
600,400,1520000
600,500,1550000
600,600,1440000
600,700,1540000
600,800,1520000
600,900,1530000
600,1000,1500000
700,100,1540000
700,200,1540000
700,300,1530000
700,400,1520000
700,500,1550000
700,600,1560000
700,700,1540000
700,800,1520000
700,900,1530000
700,1000,1500000
800,100,1540000
800,200,1540000
800,300,1530000
800,400,1520000
800,500,1550000
800,600,1500000
800,700,1540000
800,800,1440000
800,900,1260000
800,1000,1400000
900,100,1350000
900,200,1460000
900,300,1440000
900,400,1480000
900,500,1400000
900,600,1440000
900,700,1470000
900,800,1440000
900,900,1440000
