100,100,102280000
100,200,107142000
100,300,100626000
100,400,101388000
100,500,103605000
100,600,103080000
100,700,105112000
100,800,104128000
100,900,104526000
100,1000,104460000
200,100,89007000
200,200,94468000
200,300,100512000
200,400,100192000
200,500,103620000
200,600,102414000
200,700,103747000
200,800,103032000
200,900,103707000
200,1000,104810000
300,100,87774000
300,200,90328000
300,300,100347000
300,400,99500000
300,500,103215000
300,600,103266000
300,700,103467000
300,800,104472000
300,900,104247000
300,1000,103680000
400,100,88368000
400,200,94910000
400,300,98883000
400,400,100044000
400,500,103085000
400,600,101982000
400,700,103040000
400,800,104016000
400,900,104319000
400,1000,103970000
500,100,88269000
500,200,93960000
500,300,99561000
500,400,99228000
500,500,102450000
500,600,101970000
500,700,96033000
500,800,102936000
500,900,104139000
500,1000,104920000
600,100,88224000
600,200,94730000
600,300,98859000
600,400,100124000
600,500,101960000
600,600,102894000
600,700,103880000
600,800,103024000
600,900,103887000
600,1000,103800000
700,100,88108000
700,200,93958000
700,300,99753000
700,400,92844000
700,500,101835000
700,600,102582000
700,700,103033000
700,800,103936000
700,900,103203000
700,1000,104900000
800,100,87958000
800,200,93972000
800,300,99474000
800,400,99728000
800,500,102135000
800,600,101886000
800,700,103320000
800,800,94872000
800,900,103608000
800,1000,104550000
