100,100,95854000
100,200,100348000
100,300,91761000
100,400,94728000
100,500,95240000
100,600,94986000
100,700,90230000
100,800,96000000
100,900,99603000
100,1000,99910000
200,100,84192000
200,200,89044000
200,300,87027000
200,400,94608000
200,500,95460000
200,600,95196000
200,700,96208000
200,800,97576000
200,900,96282000
200,1000,99590000
300,100,84861000
300,200,89462000
300,300,91506000
300,400,94352000
300,500,95215000
300,600,94590000
300,700,95865000
300,800,95792000
300,900,99216000
300,1000,99050000
400,100,79456000
400,200,88974000
400,300,90678000
400,400,94380000
400,500,95180000
400,600,94776000
400,700,96075000
400,800,96176000
400,900,99603000
400,1000,99560000
500,100,84692000
500,200,88830000
500,300,91254000
500,400,94120000
500,500,94750000
500,600,95190000
500,700,96159000
500,800,96120000
500,900,99540000
500,1000,98810000
600,100,84869000
600,200,89196000
600,300,91416000
600,400,93268000
600,500,94110000
600,600,95178000
600,700,96187000
600,800,95448000
600,900,95112000
600,1000,98990000
700,100,84897000
700,200,88328000
700,300,90672000
700,400,93564000
700,500,96115000
700,600,94800000
700,700,95718000
700,800,96048000
700,900,95562000
700,1000,98610000
800,100,84177000
800,200,88184000
800,300,90483000
800,400,94128000
800,500,94080000
800,600,92502000
800,700,94801000
800,800,94552000
800,900,98460000
800,1000,98570000
900,100,84037000
900,200,88042000
900,300,90378000
900,400,94028000
900,500,94570000
900,600,89382000
900,700,95823000
900,800,96664000
900,900,96147000
900,1000,98450000
1000,100,84478000
1000,200,88714000
1000,300,90762000
1000,400,93708000
1000,500,94510000
1000,600,94380000
1000,700,95508000
1000,800,95704000
1000,900,99270000
1000,1000,96340000
